Date,Link,Message
2022-11-01 14:45:52,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6992894508594003968,Very interesting!
2022-10-27 04:53:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6991092562040078336,"Israel I. Hernandez Waiting for my flight in LAS.✈️. DM, you tomorrow."
2022-10-27 04:49:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6991150424380555264,We have a lot of innovations in local payments but a lack of interconnections between.
2022-10-26 20:50:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6991092562040078336,"Congrats, Israel I. Hernandez! Well deserved!🚀"
2022-09-27 22:14:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6980636082849685504,See you there Frank Quinones!
2022-09-22 18:05:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6978709839216525313,See you Brian Luciani there!
2022-09-21 23:52:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6976288572521791489,Amazing! See you guys soon!
2022-08-22 15:56:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6967468346690732032,Congrats Ana Paula González!
2022-08-03 20:25:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6958854211723808768,"Congratulations, Sérgio Terentev 🇺🇦!"
2022-07-27 20:16:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6957698631692894209,"Congrats, Rex Salisbury!"
2022-07-19 18:00:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6955208862824050688,"Love this concept of application-less products/embedded with all operations directly from the messenger like payments, bnpl, remittance, loans, etc. Hope soon will be able to get a new car lease in chat directly from manufacturing)"
2022-07-19 17:45:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6955195125740253184,Congratulations Raj K
2022-07-08 17:00:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6950971779716698112,"Thank you, Ilya Kabanov !"
2022-05-19 19:31:52,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6933053720754606080,Thank you for a great event!
2022-05-17 18:09:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6932112674017140736,Great trend! Building x-border rails for that!
2022-04-19 02:05:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6921905344159916032,Assel Beglinova
2022-04-18 20:40:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6921828983089053697,"Thank you for your support, Steven MacDonald !"
2022-04-06 18:08:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6917215979462647808,Congrats Lorenzo Delzoppo !
2021-12-02 20:13:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6872001187995099137,"Congrats, Carey Ransom!!!"
2021-10-22 15:06:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6856898649788604416,"Congrats, Carey Ransom !!!"
2021-09-24 20:15:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6847213480421023745,Great interview!
2021-09-23 18:35:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6846827843176005632,Congrats!
2021-09-17 00:49:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6844380073961771009,"Thank you, man! Appreciate it!"
2021-08-11 15:16:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6830950796323028992,Congrats!
2021-08-07 05:17:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6828786141429284864,Congratulations Cesi!!!
2021-08-05 01:49:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6828732166327873536,Congrats Dave Wright !
2021-04-07 15:57:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6785286581545689088,Congratulations!
2020-04-15 19:26:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6655848969391919105,Congrats!
2020-03-27 22:46:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6649308416646926336,CashQ Remittance ATM - free instant International Money Transfer to Eastern European bank cards.
2020-02-29 22:05:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6638815822213103616,They have to find out how to serve unbanked. The remittance market still cash.
2020-02-26 03:03:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6637709155790651392,https://www.wsj.com/articles/cash-may-not-be-king-but-its-still-royalty-11580466602
2020-02-26 02:47:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6637966559736279040,Arina Anapolskaya
2020-01-14 17:15:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6622643804228902912,Thank you!
2020-01-14 03:20:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6622643804228902912,Thank you!
2020-01-14 00:44:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6622612951549427712,Thank you👍
2019-10-03 22:37:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6585642068855582720,Congrats!
2019-10-02 20:24:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6585136584679571457,Congratulations!
2019-06-20 20:30:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6546616181107814401,Congrats Arina
2019-01-18 19:36:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6491417837691904000,Congrats!
2018-09-13 04:43:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6444744826096222208,Congrats Charles
2018-01-19 21:50:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6359765600981565440,Thank you Frank!
2018-01-19 21:50:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6359765600981565440,Thank you Percy!
2018-01-19 21:48:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6359765600981565440,Thank you Edinam!
2018-01-19 21:48:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6359765600981565440,"Thank you, Charmaine!"
2017-09-01 15:31:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6309002960915435520,Congrats!
2017-08-16 02:37:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6303254588489371648,Congrats !
2017-07-28 02:55:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6296472077721567232,Congrats!
2017-06-05 03:24:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6277225349801746432,Touch4Pay is the best alternative!
2017-03-10 00:59:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A8028415311374256743,Congrats !
2014-09-02 16:04:40,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A123922-5911226087769145344,"Question is: where is \"last mile\" between wallets and cash ? Auditory is 80 mln people unbanked and underbanking"
2014-06-07 16:49:27,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A2292583-5880899831026704386,"Hello,
are interest for investment in US and Zambia ? Micropayments business.
Alexander Voronovich 
e-mail   :  a.voronovich@touch4pay.com"
